mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
53.26735572814941,0.7551498123847435,0.02132577896118164,0.0030781117441511453,8,0.1,2000,"{'depth': 8, 'learning_rate': 0.1, 'n_estimators': 2000}",-0.012252879581871242,-0.017720407757085388,-0.016898907621362577,-0.01280309312069926,-0.01621404417775519,-0.015177866451754729,0.002222397796954463,13
32.96518063545227,1.4167907735324798,0.014230775833129882,0.0028498033729704927,10,0.01,500,"{'depth': 10, 'learning_rate': 0.01, 'n_estimators': 500}",-0.016030040787715073,-0.023433965821117335,-0.022566771074409603,-0.016847462704845037,-0.02015488752858968,-0.019806625583335347,0.002963664096181868,27
64.77628808021545,1.2356574052644367,0.017239952087402345,0.00719837372861731,10,0.01,1000,"{'depth': 10, 'learning_rate': 0.01, 'n_estimators': 1000}",-0.013369874172030397,-0.01998708850975002,-0.01888061853289854,-0.013734949746569938,-0.017094321438550383,-0.016613370479959855,0.002666806146708666,21
132.3908787250519,3.181557821312694,0.028754520416259765,0.007381717631968821,10,0.01,2000,"{'depth': 10, 'learning_rate': 0.01, 'n_estimators': 2000}",-0.012629741186361712,-0.019197707316839834,-0.017783914530805793,-0.012926519208173969,-0.016298882876848095,-0.01576735302380588,0.0026088817406096755,17
33.19947857856751,0.6240996221775117,0.018498849868774415,0.00958112068514669,10,0.05,500,"{'depth': 10, 'learning_rate': 0.05, 'n_estimators': 500}",-0.013147459319454406,-0.01987798001056889,-0.01852406055695803,-0.01307125383419437,-0.016309596265845074,-0.016186069997404153,0.002758510203845807,20
67.2739951133728,1.5140556539164338,0.019556188583374025,0.005880490620726697,10,0.05,1000,"{'depth': 10, 'learning_rate': 0.05, 'n_estimators': 1000}",-0.013064811836558726,-0.019761547130928328,-0.018320813249206352,-0.013030437171170759,-0.016230668582084204,-0.016081655593989674,0.002719886531444599,19
136.2466203212738,3.6343008365332445,0.022646331787109376,0.0058681612976960165,10,0.05,2000,"{'depth': 10, 'learning_rate': 0.05, 'n_estimators': 2000}",-0.01306952494528881,-0.01974064399551536,-0.018304146443121286,-0.013044504079212907,-0.016241730554950047,-0.01608011000361768,0.0027074155246066545,18
34.09136905670166,0.5802516033523715,0.025733327865600585,0.011378042338749905,10,0.1,500,"{'depth': 10, 'learning_rate': 0.1, 'n_estimators': 500}",-0.013608244513796892,-0.019403518668365583,-0.01975834630186492,-0.014958541511622705,-0.01778941512960746,-0.017103613225051512,0.0024341911220352288,22
67.31238317489624,1.8818433987301981,0.014924287796020508,0.0042335430428291675,10,0.1,1000,"{'depth': 10, 'learning_rate': 0.1, 'n_estimators': 1000}",-0.013629594934890455,-0.019409838358491457,-0.01973763321839964,-0.015004186859444544,-0.01780336013706866,-0.01711692270165895,0.0024175148341421494,23
120.05263042449951,23.288418805653144,0.022452926635742186,0.008519576675480369,10,0.1,2000,"{'depth': 10, 'learning_rate': 0.1, 'n_estimators': 2000}",-0.01363333866900933,-0.019409020801956518,-0.019737467886798976,-0.015008368757740012,-0.017801699593459466,-0.01711797914179286,0.0024154188881811357,24
