mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
18.953864812850952,0.39888182131107314,0.014140558242797852,0.0011691164431460305,0.05,5,2000,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 2000}",-0.013673595588976522,-0.02105954321948738,-0.016640820895279865,-0.011880254718153222,-0.014188353718599733,-0.015488513628099346,0.003173895347560383,20
3.2501665592193603,0.08378575312085038,0.0033757686614990234,0.0009238565443654488,0.1,3,500,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",-0.01141659050954236,-0.01827900824122282,-0.01626718591889018,-0.012342921402604401,-0.014162797458165665,-0.014493700706085086,0.002517052191315886,12
6.343354320526123,0.16117174180623922,0.004570770263671875,0.0002455879594540352,0.1,3,1000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",-0.011367094030267718,-0.01823729155492874,-0.016135087094778806,-0.01229130554861441,-0.01368644057004053,-0.014343443759726038,0.002524821523714179,7
12.454459953308106,0.5645537118882096,0.009511280059814452,0.0010152887876757194,0.1,3,2000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 2000}",-0.01127981766035046,-0.018349420335929092,-0.016170540081034444,-0.012363429213885254,-0.013681517760667589,-0.014368945010373368,0.0025739963571943603,10
4.214680194854736,0.060974973038383104,0.0037926673889160157,0.0009006832115476556,0.1,4,500,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500}",-0.011064572884648738,-0.017686137046431478,-0.016534966626592942,-0.012166033695689958,-0.013071744991171244,-0.01410469104890687,0.0025612763677786985,3
8.220904874801636,0.385449701534148,0.006045484542846679,0.0008964879531666553,0.1,4,1000,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000}",-0.011070804385559982,-0.017595128388851865,-0.01643114536768685,-0.012026537798038667,-0.013064549961336405,-0.014037633180294754,0.002536854013731133,1
16.322488260269164,0.6551084521282022,0.011423540115356446,0.0014722160917330638,0.1,4,2000,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 2000}",-0.01107098876146948,-0.017617807206486487,-0.01643745887627938,-0.01201907358242301,-0.01307472759893495,-0.014044011205118662,0.0025447732767161753,2
4.946519279479981,0.30581726455750075,0.004935646057128906,0.001059386396123432,0.1,5,500,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",-0.01229032259688388,-0.02089367129087812,-0.017168649652174992,-0.011821888351649696,-0.013280516015974797,-0.015091009581512296,0.0034582180188305546,17
9.963106918334962,0.26665975772867107,0.007364130020141602,0.0005065608042046508,0.1,5,1000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",-0.012275427562677747,-0.020888022840109318,-0.017179442774230582,-0.011771810190223267,-0.013221942095017128,-0.01506732909245161,0.0034756902067352795,16
19.564211463928224,0.9442836692295159,0.013593435287475586,0.0008633448116604988,0.1,5,2000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 2000}",-0.01227512799344155,-0.020894264114021763,-0.01717855945920652,-0.011767588999971977,-0.013210502257442414,-0.015065208564816846,0.003479739084309694,15
