mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.381929540634156,0.06686545924853483,0.028416204452514648,0.0005104633737597229,0.05,5,2000,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 2000}",-0.012684442730716708,-0.021539890827339488,-0.017320098017068134,-0.015257073568298765,-0.015851507280520056,-0.016530602484788628,0.002918638858980132,20
0.8492435455322266,0.0036993951465085673,0.0048488140106201175,0.00013642056925118224,0.1,3,500,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",-0.010425754237992663,-0.020057431702285133,-0.016861213019430964,-0.015397711911497055,-0.014604014837514272,-0.015469225141744019,0.003136226122697537,3
1.710142469406128,0.011744421023380804,0.00890665054321289,0.000174191452961865,0.1,3,1000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",-0.010479927505215716,-0.019954989765057777,-0.01673461885559302,-0.015890851210354554,-0.014514502208738568,-0.015514977908991926,0.0030885334466271524,4
3.4489208221435548,0.032629697866515296,0.016329145431518553,0.0002543887850427971,0.1,3,2000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 2000}",-0.010743089398752726,-0.02017042546652992,-0.016698117695778152,-0.01617489261709357,-0.014699831311054267,-0.015697271297841726,0.0030586836603422205,7
1.10292329788208,0.0069272144632049615,0.006426525115966797,0.0001103032057797139,0.1,4,500,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500}",-0.011644329903766978,-0.020868028066457437,-0.016324010382128728,-0.01591242300741644,-0.015656639788853503,-0.016081086229724616,0.0029280448443197347,12
2.246781826019287,0.030516617902535504,0.012033367156982422,0.0001359725717312364,0.1,4,1000,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000}",-0.011817213715451387,-0.021110174112410122,-0.016323584851976068,-0.016195767488338633,-0.015622076825482202,-0.016213763398731686,0.0029552314494781747,13
3.9516549587249754,0.053332159771743576,0.020345735549926757,0.0025030813038683726,0.1,4,2000,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 2000}",-0.011824540000509497,-0.021225531881512622,-0.01635688964749392,-0.016245755348345676,-0.015735732521587397,-0.016277689879889822,0.0029870619182387013,15
1.3990289211273192,0.017851566365054496,0.007911777496337891,0.0001230896360608004,0.1,5,500,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",-0.012118717552755627,-0.021022246162446884,-0.01761627367326169,-0.015977677090031842,-0.015701857910700466,-0.0164873544778393,0.0028914171480694307,18
2.682932472229004,0.024011604841029592,0.014035272598266601,0.0001773840893968754,0.1,5,1000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",-0.012165217319039684,-0.021075087557895052,-0.017645265285122554,-0.016118741525591455,-0.015779434187094148,-0.016556749174948576,0.002887277970601956,21
3.4322417259216307,0.06659811841622287,0.016801166534423827,0.0022228865891282938,0.1,5,2000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 2000}",-0.012165217319039684,-0.021075087557895052,-0.017645265285122554,-0.016118741525591455,-0.015779434187094148,-0.016556749174948576,0.002887277970601956,21
